No,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
683,RMLS,4847,4847 Grenwich Way N,Grenwich,55128,MN,OAKD - Oakdale,159900,6/9/2017 0:00,149900,Exclusive Right,144900,960,Privacy,C4,COMMON,622 - North St Paul-Maplewood,5,8/1/2017 0:00,0,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Deck, Patio",Asphalt Shingles,Main,No,"Below Ground, Outdoor, Shared",2,"Attached Garage, Insulated Garage, Garage Door Opener",960,1027,Main,21x13,1030,2017,1400,"",1974,Residential-Single,(TH) Side x Side,0.09,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","Lower Level, Family Room",13x12,Vinyl,Lower,Main,10x10,Kitchen/Dining Room,"Full, Finished (Livable), Day/Lookout Windows",1,1,0,0,SF,2,"Main Floor Full Bath, 1/2 Basement",15x11,Main,12x10,Main,10x10,Lower,"","",3,440,Not Assumable,244,No,0
684,RMLS,3663,3663 Granada Cir N,Granada,55128,MN,OAKD - Oakdale,145000,3/1/2017 0:00,149900,Exclusive Right,149900,901,"",C1,0,622 - North St Paul-Maplewood,2,3/3/2017 0:00,0,11x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Deck",Asphalt Shingles,Upper,No,"",2,"Attached Garage, Tuckunder",901,1271,Upper,14x12,1271,2016,1282,"",1972,Residential-Single,(TH) Quad/4 Corners,0.169,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal","",Lower Level,19x14,"Vinyl, Brick/Stone",Lower,Upper,11x6,Informal Dining Room,"Walkout, Full",1,1,0,0,SF,2,"Main Floor Full Bath, 1/2 Basement",16x10,Upper,11x10,Upper,"","","","",2,381,Not Assumable,187,Unknown,0
685,RMLS,6560,6560 40th St N,40th,55128,MN,OAKD - Oakdale,150000,8/30/2017 0:00,150000,Exclusive Right,150000,823,"",C4,131X332X131X331,622 - North St Paul-Maplewood,33,10/2/2017 0:00,0,11X10,"Living Room, , , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, , , Unfinished",Asphalt Shingles,Main,No,None,33,Detached Garage,823,1380,Main,13X12,1380,2017,823,"",1949,Residential-Single,(SF) One Story,0.999,Window,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer, Tankless Water  Heater","","","",Shakes,"","","","",Full,1,0,0,0,SF,1,Main Floor Full Bath,13X13,Main,10X8,Main,"","","","",2,0,Not Assumable,0,No,0
686,RMLS,2962,2962 Hemingway Ave N,Hemingway,55128,MN,OAKD - Oakdale,160000,7/28/2017 0:00,150000,Exclusive Right,150000,650,Chain Link,D1,56x200,622 - North St Paul-Maplewood,0,7/31/2017 0:00,0,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den","Asphalt Shingles, Pitched",Main,No,"",0,"Detached Garage, Driveway - Gravel",885,1553,Main,16x11,1556,2017,1120,"",1948,Residential-Single,(SF) One Story,0.257,None,"Range, Microwave, Refrigerator, Washer, Dryer, Disposal","",Lower Level,"",Stucco,"","","","Informal Dining Room, Living/Dining Room","Full, Drain Tiled, Sump Pump, Day/Lookout Windows",1,0,0,0,SF,1,Main Floor Full Bath,11x10,Main,10x9,Main,12x11,Lower,"","",3,235,"",0,No,3
687,RMLS,6613,6613 Gretchen Ln N,Gretchen,55128,MN,OAKD - Oakdale,154000,10/31/2017 0:00,154000,Exclusive Right,145000,520,Wood,C4,Common,622 - North St Paul-Maplewood,22,11/22/2017 0:00,0,8 x 12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer","Asphalt Shingles, Age 8 Years or Less",Main,No,None,12,Detached Garage,1040,1145,Main,19 x 15,1148,2017,1512,"",1973,Residential-Single,(TH) Side x Side,0.028,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,19 x 15,Vinyl,Lower,"","","","Walkout, Finished (Livable), Day/Lookout Windows",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Master",11 x 13,Upper,10 x 15,Upper,"","","","",2,472,"",165,Unknown,3
688,RMLS,4856,4856 Helena Ln N,Helena,55128,MN,OAKD - Oakdale,155000,10/13/2017 0:00,155000,Exclusive Right,155000,605,"",D3,common,622 - North St Paul-Maplewood,15,11/17/2017 0:00,1,14x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Patio",Asphalt Shingles,Main,No,"",15,Attached Garage,1333,1764,Main,15x13,1764,2017,1333,"",1993,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","",Vinyl,"",Main,12x10,"",Slab,1,1,0,0,SF,2,Main Floor 1/2 Bath,14x10,Upper,12x10,Upper,"","","","",2,0,"",250,Unknown,0
689,RMLS,4856,"4856 Helena Rd N, 10",Helena,55128,MN,OAKD - Oakdale,159650,6/14/2017 0:00,155000,Exclusive Right,155000,646,None,D3,common,622 - North St Paul-Maplewood,36,7/20/2017 0:00,0,14x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft",Pitched,Main,No,None,36,"Attached Garage, Tuckunder, Driveway - Asphalt, Garage Door Opener",1407,1337,Main,15x13,1340,2017,1407,10,1993,Residential-Single,(TH) Side x Side,0,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","","","","Metal, Vinyl, Brick/Stone","",Main,13x10,"Informal Dining Room, Kitchen/Dining Room",Slab,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",15x10,Upper,12x12,Upper,"","","","",2,0,"",250,No,3
690,RMLS,6752,6752 Gretchen Ct N,Gretchen,55128,MN,OAKD - Oakdale,155000,5/18/2017 0:00,155000,Exclusive Right,150000,849,"",C4,0,622 - North St Paul-Maplewood,54,7/25/2017 0:00,0,17 X 10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","",Main,No,"",33,Attached Garage,1311,1307,Main,17 X 13,1310,2016,1311,"",1982,Residential-Single,(TH) Side x Side,0.03,Central,"Range, Cooktop, Dishwasher, Refrigerator","","","",Vinyl,"",Main,"","",None,1,0,1,1,SF,3,"",12 x 11,Main,19 x 14,Upper,"",Main,"","",2,0,Not Assumable,165,Unknown,3
691,RMLS,3687,3687 Gershwin Ln,Gershwin,55128,MN,OAKD - Oakdale,165000,3/24/2017 0:00,155000,Exclusive Right,155000,1052,None,C4,60x82,622 - North St Paul-Maplewood,3,4/6/2017 0:00,0,12x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Asphalt Shingles, Age 8 Years or Less",Main,No,None,3,"Attached Garage, Driveway - Asphalt, Driveway - Shared",1052,1526,Main,15x12,1526,2016,1567,"",1987,Residential-Multi-Family,(TH) Quad/4 Corners,0.115,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","",Lower Level,21x15,Vinyl,Lower,Main,10x9,Informal Dining Room,"Full, Finished (Livable), Day/Lookout Windows",1,0,0,1,SF,2,Main Floor Full Bath,15x11,Main,10x10,Main,"","","","",2,515,Not Assumable,199,No,0
692,RMLS,6026,6026 Upper 35th St N,Upper 35th,55128,MN,OAKD - Oakdale,155000,6/23/2017 0:00,157000,Exclusive Right,157000,624,None,C1,0,622 - North St Paul-Maplewood,35,7/28/2017 0:00,0,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck",Asphalt Shingles,Main,No,None,35,"Tuckunder, Tandem, Driveway - Concrete, Garage Door Opener",1232,1717,Main,16x12,1842,2017,1232,"",2002,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned","","","",Vinyl,"",Main,14x10,Informal Dining Room,None,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",17x10,Upper,14x12,Upper,"","","","",2,0,Not Assumable,230,Unknown,125
693,RMLS,3637,3637 Gershwin Ln N,Gershwin,55128,MN,OAKD - Oakdale,158000,3/20/2017 0:00,158000,Exclusive Right,158000,1192,"",C1,55x82,622 - North St Paul-Maplewood,2,3/24/2017 0:00,1,10x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Walk-In Closet","",Main,No,"",2,Attached Garage,1192,1728,Main,20x10,1728,2016,1192,"",1984,Residential-Single,(TH) Quad/4 Corners,0.104,Central,"","","","",Vinyl,"",Main,10x10,"",None,1,1,0,0,SF,2,"",17x10,Upper,11x9,Upper,"","","","",2,0,"",199,Unknown,0
694,RMLS,3536,3536 Genevieve Ave N,Genevieve,55128,MN,OAKD - Oakdale,159400,3/6/2017 0:00,159400,Exclusive Right,159900,820,"",C1,32x42,622 - North St Paul-Maplewood,3,3/9/2017 0:00,0,13x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft","",Main,No,"",0,Attached Garage,1410,1253,Main,14x13,1256,2016,1410,"",1996,Residential-Single,(TH) Side x Side,0.04,Central,"Range, Microwave, Dishwasher, Refrigerator","","","","Vinyl, Brick/Stone","",Main,13x12,Kitchen/Dining Room,None,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",13x9,Upper,10x10,Upper,"","","","",2,0,"",205,Unknown,3
695,RMLS,2068,2068 Gresham Ave N,Gresham,55128,MN,OAKD - Oakdale,159500,9/12/2017 0:00,159500,Exclusive Right,159900,639,None,C2,common,622 - North St Paul-Maplewood,58,11/9/2017 0:00,0,14x13,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Loft","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,None,8,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1349,1674,Main,20x16,1674,2017,1349,"",2002,Residential-Multi-Family,(TH) Side x Side,0,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Disposal","",Main Level,"","Vinyl, Brick/Stone","","","",Informal Dining Room,None,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",14x12,Upper,11x11,Upper,"","","","",2,0,Not Assumable,188,No,0
696,RMLS,3937,3937 Granada Ave N,Granada,55128,MN,OAKD - Oakdale,150000,10/26/2017 0:00,159897,Exclusive Right,159897,540,"Wood, Privacy, Full",C4,common,622 - North St Paul-Maplewood,39,12/4/2017 0:00,0,11x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Laundry, Patio, Deck","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,None,39,"Detached Garage, Driveway - Asphalt, Garage Door Opener",1080,1344,Main,10x15,2162,2017,1580,"",1972,Residential-Single,(TH) Side x Side,0.029,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","Lower Level, Family Room",19x15,"Metal, Vinyl",Lower,Main,9x15,"Breakfast Area, Living/Dining Room","Walkout, Full, Finished (Livable), Egress Windows, Concrete Block",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",13x11,Upper,14x10,Upper,"","","","",2,500,Not Assumable,165,No,818
697,RMLS,2067,2067 Gresham Ave N,Gresham,55128,MN,OAKD - Oakdale,158301,9/27/2017 0:00,159900,Exclusive Right,163500,673,"",C2,.,622 - North St Paul-Maplewood,47,11/13/2017 0:00,0,11x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","",Main,No,"",32,"Attached Garage, Garage Door Opener",1346,1560,Main,20x13,1560,2017,1346,"",2001,Residential-Single,(TH) Side x Side,0.219,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Dryer, Water Softener - Owned","","","","Vinyl, Brick/Stone","",Main,"",Eat In Kitchen,None,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",11x16,Upper,11x10,Upper,"","","","",2,0,"",188,Unknown,0
698,RMLS,4875,4875 Grenwich Way N,Grenwich,55128,MN,OAKD - Oakdale,159000,9/22/2017 0:00,159900,Exclusive Right,159900,600,None,C3,COMMON,622 - North St Paul-Maplewood,12,10/4/2017 0:00,0,10 x 9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Storage Room, Deck","",Main,No,"Below Ground, Outdoor",12,"Attached Garage, More Parking Onsite for Fee, Garage Door Opener",1200,1248,Main,15 x 15,1248,2017,1500,"",1974,Residential-Single,(TH) Side x Side,0.091,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","Lower Level, Family Room",14 x 11,Vinyl,Lower,Main,12 x 9,Informal Dining Room,Full,1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Master",12 x 21,Upper,10 x 11,Upper,"","","","",2,300,Not Assumable,250,Unknown,0
699,RMLS,6012,6012 Upper 35th St N,Upper 35th,55128,MN,OAKD - Oakdale,155000,9/6/2017 0:00,159900,Exclusive Right,159900,640,"",C1,COMMON,622 - North St Paul-Maplewood,89,12/4/2017 0:00,0,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",89,"Attached Garage, Tuckunder",1454,1828,Main,12x17,1828,2016,1454,"",2002,Residential-Multi-Family,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Disposal","","","","Metal, Vinyl","",Main,10x16,Living/Dining Room,None,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",14x12,Upper,17x10,Upper,"","","","",2,0,"",230,Unknown,0
700,RMLS,4926,4926 Grenwich Ave N,Grenwich,55128,MN,OAKD - Oakdale,160000,6/14/2017 0:00,159900,Exclusive Right,159900,600,None,C3,0,622 - North St Paul-Maplewood,5,7/7/2017 0:00,0,12x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Storage Room, Deck, Garage",Asphalt Shingles,Main,No,None,5,"Attached Garage, Tuckunder, Garage Door Opener",1200,1703,Main,16x14,1706,2017,1200,"",2000,Residential-Single,(TH) Side x Side,0.943,Central,"Range, Microwave, Dishwasher, Refrigerator, Dryer, Disposal","",Main Level,"",Vinyl,"",Main,10x8,"Informal Dining Room, Breakfast Area, Kitchen/Dining Room, Living/Dining Room","Partial, Unfinished",1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath , Master Walk-Thru",12x11,Upper,12x10,Upper,"","","","",2,0,"",232,No,3
701,RMLS,3668,3668 Garden Ct N,Garden,55128,MN,OAKD - Oakdale,154200,6/12/2017 0:00,159900,Exclusive Right,159900,860,None,C1,33X85X70X111,622 - North St Paul-Maplewood,25,7/7/2017 0:00,0,13X7,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom,",Asphalt Shingles,Upper,No,None,25,"Attached Garage, Tuckunder, Insulated Garage, Garage Door Opener",880,1477,Upper,13X11,1676,2017,1225,"",1974,Residential-Single,(TH) Quad/4 Corners,0.128,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal","","Lower Level, Family Room",14X9,"Vinyl, Brick/Stone",Lower,Upper,10X7,"Informal Dining Room, Kitchen/Dining Room","Walkout, Partial, Partial Finished, Egress Windows, Concrete Block",1,1,0,0,SF,2,"Main Floor Full Bath, Master Walk-Thru, 1/2 Basement",16X10,Upper,10X9,Upper,9X7,Lower,"","",3,345,"",187,Unknown,198.84
702,RMLS,4790,4790 Grenwich Trl N,Grenwich,55128,MN,OAKD - Oakdale,150000,5/5/2017 0:00,159900,Exclusive Right,159900,596,None,C4,Common,622 - North St Paul-Maplewood,13,5/18/2017 0:00,1,13x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Patio",Asphalt Shingles,Main,No,None,13,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1314,1432,"","",1066,2016,1314,"",2000,Residential-Single,(TH) Side x Side,0,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,16x13,"Vinyl, Brick/Stone",Main,"","",Eat In Kitchen,None,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",15x10,Upper,12x11,Upper,"","","","",2,0,Not Assumable,232,Unknown,0
703,RMLS,3544,3544 Genevieve Ave N,Genevieve,55128,MN,OAKD - Oakdale,159900,5/2/2017 0:00,159900,Exclusive Right,159900,640,None,C1,common,622 - North St Paul-Maplewood,23,5/25/2017 0:00,0,12x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft","Asphalt Shingles, Pitched",Main,No,"",23,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1390,1780,Main,16x15,1780,2017,1390,"",1996,Residential-Multi-Family,(TH) Side x Side,0.031,Central,"Range, Cooktop, Dishwasher, Washer, Dryer","","","","Metal, Vinyl","",Main,11x10,Kitchen/Dining Room,None,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",16x11,Upper,11x11,Upper,"","","","",2,0,Not Assumable,205,Unknown,0
704,RMLS,411,411 Hickory Ln N,Hickory,55128,MN,OAKD - Oakdale,156000,4/28/2017 0:00,159900,Exclusive Right,159900,586,Partial,D4,26 x 45,622 - North St Paul-Maplewood,20,5/18/2017 0:00,0,9 x 9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Patio",Asphalt Shingles,Main,No,"",20,"Attached Garage, Tuckunder, Insulated Garage, Driveway - Asphalt, Garage Door Opener",1249,1865,Main,16 x 13,1868,2017,1249,"",1997,Residential-Single,(TH) Side x Side,0.027,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal","","","","Vinyl, Brick/Stone","",Main,8 x 7,Living/Dining Room,Slab,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",15 x 10,Upper,12 x 12,Upper,"","","","",2,0,Not Assumable,215,No,3
705,RMLS,6621,6621 Stillwater Blvd N,Stillwater,55128,MN,OAKD - Oakdale,161000,4/27/2017 0:00,159900,Exclusive Right,159900,780,"",C2,common,622 - North St Paul-Maplewood,37,6/14/2017 0:00,0,9x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, ,","",Upper,No,"",37,Attached Garage,1100,1452,Upper,15x11,1452,2016,1600,"",1985,Residential-Multi-Family,(TH) Side x Side,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer","",Lower Level,19x15,Vinyl,Lower,Main,9x8,"",Walkout,1,0,0,1,SF,2,Master Walk-Thru,13x13,Upper,10x10,Upper,"","","","",2,500,"",217,No,0
706,RMLS,2249,2249 Hallmark Ave N,Hallmark,55128,MN,OAKD - Oakdale,175000,4/25/2017 0:00,159900,Exclusive Right,159900,867,"",D2,50x167,622 - North St Paul-Maplewood,15,6/1/2017 0:00,0,"","Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Utility Room, Laundry",Age Over 8 Years,Upper,No,"",15,Attached Garage,867,1815,Upper,"",2102,2016,1667,"",1987,Residential-Single,(TW) Twin Home,0.195,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","","Wood, Vinyl",Lower,Upper,"","","Finished (Livable), Drain Tiled, Sump Pump, Egress Windows, Concrete Block",2,0,0,0,SF,2,"","",Upper,"",Upper,"",Lower,"",Lower,5,800,"",0,Unknown,287
707,RMLS,6382,6382 13th St N,13th,55128,MN,OAKD - Oakdale,146000,4/7/2017 0:00,159900,Exclusive Right,164900,662,None,C3,20x54,622 - North St Paul-Maplewood,53,5/30/2017 0:00,0,15x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",Main,No,"",42,"Attached Garage, Insulated Garage, Driveway - Asphalt, Garage Door Opener",1402,1709,Main,19x14,1780,2017,1402,"",2004,Residential-Single,(TH) Side x Side,0.025,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","",Main Level,"","Vinyl, Brick/Stone","","","","Breakfast Area, Kitchen/Dining Room",Slab,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath , Master Walk-Thru",12x12,Upper,12x10,Upper,"","","","",2,0,Information Coming,229,Yes,70
708,RMLS,3923,3923 Gershwin Ave N,Gershwin,55128,MN,OAKD - Oakdale,170000,4/6/2017 0:00,159900,Exclusive Right,159900,1152,"",C4,0,622 - North St Paul-Maplewood,5,4/11/2017 0:00,1,12x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, , , Deck",Asphalt Shingles,Main,No,"",5,Attached Garage,1152,1966,Main,18x14,1966,2017,1824,"",1980,Residential-Multi-Family,(TH) Quad/4 Corners,0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,18x23,Vinyl,Lower,Main,10x9,Informal Dining Room,"Walkout, Finished (Livable)",1,1,0,1,SF,3,"Main Floor Full Bath, Main Floor 1/2 Bath, Master Walk-Thru, 3/4 Basement",17x12,Main,10x11,Main,"","","","",2,672,Not Assumable,187,No,0
709,RMLS,3528,3528 Genevieve Ave N,Genevieve,55128,MN,OAKD - Oakdale,160000,4/5/2017 0:00,159900,Exclusive Right,159900,820,None,C1,0,622 - North St Paul-Maplewood,14,4/19/2017 0:00,1,13x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Laundry",Asphalt Shingles,Main,No,None,14,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1407,1324,Main,18x13,1420,2016,1407,"",1996,Residential-Multi-Family,(TH) Side x Side,0.03,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","","","","Metal, Vinyl, Brick/Stone","",Main,12x9,"Breakfast Area, Living/Dining Room",None,1,1,0,0,SF,2,Main Floor 1/2 Bath,14x10,Upper,11x10,Upper,"","","","",2,0,Not Assumable,205,No,0
710,RMLS,3578,3578 Genevieve Ave N,Genevieve,55128,MN,OAKD - Oakdale,165000,3/9/2017 0:00,159900,Exclusive Right,159900,640,"",C1,Irreg,622 - North St Paul-Maplewood,11,3/20/2017 0:00,0,13x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Patio","",Main,No,"",11,"Tuckunder, Driveway - Asphalt, Garage Door Opener",1390,1256,Main,18x14,1259,2016,1390,"",1996,Residential-Single,(TH) Side x Side,0.031,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","",Vinyl,"",Main,13x11,"",None,1,1,0,0,SF,2,"",14x10,Upper,11x10,Upper,"","","","",2,0,"",205,Unknown,3
711,RMLS,4831,4831 Helena Rd N,Helena,55128,MN,OAKD - Oakdale,164800,6/2/2017 0:00,160000,Exclusive Right,160000,650,"",D3,common,622 - North St Paul-Maplewood,12,6/14/2017 0:00,0,14X8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft",Asphalt Shingles,Main,No,"",12,Attached Garage,1300,1546,Main,16X13,1546,2016,1300,"",1994,Residential-Single,(TH) Side x Side,0.675,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,"",Wood,"",Main,12X10,Informal Dining Room,Slab,1,1,0,0,SF,2,Main Floor 1/2 Bath,14X10,Upper,11X10,Upper,"","","","",2,0,"",250,Unknown,0
712,RMLS,3662,3662 Garden Ct N,Garden,55128,MN,OAKD - Oakdale,165500,5/16/2017 0:00,160000,Exclusive Right,160000,922,"",C1,49x64,622 - North St Paul-Maplewood,2,5/18/2017 0:00,1,12x7,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Deck, Patio",Asphalt Shingles,Upper,No,"",2,"Attached Garage, Tuckunder, Insulated Garage, More Parking Onsite for Fee, Garage Door Opener",922,1814,Upper,16x12,1814,2017,1322,"",1974,Residential-Single,(TH) Quad/4 Corners,0.072,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,16x12,"Vinyl, Brick/Stone",Lower,Upper,12x8,Informal Dining Room,"Walkout, Full, Finished (Livable), Egress Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",16x10,Upper,10x10,Upper,"","","","",2,400,Not Assumable,182,No,0
